raw,speaker,text,line_number_n,ngram_text
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, ah bueno bueno yo nací en caracas el diez de octubre de mil novecientos sesenta ,1,octubre de
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, ah bueno bueno yo nací en caracas el diez de octubre de mil novecientos sesenta ,1,de mil
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, ah bueno bueno yo nací en caracas el diez de octubre de mil novecientos sesenta ,1,mil novecientos
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, ah bueno bueno yo nací en caracas el diez de octubre de mil novecientos sesenta ,1,novecientos sesenta
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, mis padres vivían en un apartamento en ,3,mis padres
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, mis padres vivían en un apartamento en ,3,padres vivían
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, mis padres vivían en un apartamento en ,3,vivían en
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, mis padres vivían en un apartamento en ,3,en un
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, mis padres vivían en un apartamento en ,3,un apartamento
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, mis padres vivían en un apartamento en ,3,apartamento en
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, en las mercedes mientras estaba en ,4,en las
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, en las mercedes mientras estaba en ,4,las mercedes
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, en las mercedes mientras estaba en ,4,mercedes mientras
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, en las mercedes mientras estaba en ,4,mientras estaba
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, en las mercedes mientras estaba en ,4,estaba en
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, en proyecto de construcción la casa en la castellana,5,en proyecto
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, en proyecto de construcción la casa en la castellana,5,proyecto de
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, en proyecto de construcción la casa en la castellana,5,de construcción
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, en proyecto de construcción la casa en la castellana,5,construcción la
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, en proyecto de construcción la casa en la castellana,5,la casa
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, en proyecto de construcción la casa en la castellana,5,casa en
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, en proyecto de construcción la casa en la castellana,5,en la
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, en proyecto de construcción la casa en la castellana,5,la castellana
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, después que estuvo lista la casa soy sietemesino,6,después que
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, después que estuvo lista la casa soy sietemesino,6,que estuvo
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, después que estuvo lista la casa soy sietemesino,6,estuvo lista
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, después que estuvo lista la casa soy sietemesino,6,lista la
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, después que estuvo lista la casa soy sietemesino,6,la casa
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, después que estuvo lista la casa soy sietemesino,6,casa soy
"Habl. Ah, bueno, bueno, yo nací en Caracas el diez de octubre de mil novecientos sesenta ... eh ... Mis padres vivían en un apartamento en ... en Las Mercedes, mientras estaba en ... en proyecto de construcción la casa en La Castellana. Después que estuvo lista la casa -soy sietemesino-",Hablante, después que estuvo lista la casa soy sietemesino,6,soy sietemesino
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, después que estuvo lista la casa nos mudamos para la castellana y ,9,después que
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, después que estuvo lista la casa nos mudamos para la castellana y ,9,que estuvo
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, después que estuvo lista la casa nos mudamos para la castellana y ,9,estuvo lista
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, después que estuvo lista la casa nos mudamos para la castellana y ,9,lista la
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, después que estuvo lista la casa nos mudamos para la castellana y ,9,la casa
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, después que estuvo lista la casa nos mudamos para la castellana y ,9,casa nos
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, después que estuvo lista la casa nos mudamos para la castellana y ,9,nos mudamos
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, después que estuvo lista la casa nos mudamos para la castellana y ,9,mudamos para
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, después que estuvo lista la casa nos mudamos para la castellana y ,9,para la
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, después que estuvo lista la casa nos mudamos para la castellana y ,9,la castellana
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, después que estuvo lista la casa nos mudamos para la castellana y ,9,castellana y
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví hasta los diez años de edad,10,donde viví
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví hasta los diez años de edad,10,viví hasta
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví hasta los diez años de edad,10,hasta los
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví hasta los diez años de edad,10,los diez
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví hasta los diez años de edad,10,diez años
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví hasta los diez años de edad,10,años de
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví hasta los diez años de edad,10,de edad
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, y después me mudé para acá para la florida donde vi,11,y después
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, y después me mudé para acá para la florida donde vi,11,después me
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, y después me mudé para acá para la florida donde vi,11,me mudé
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, y después me mudé para acá para la florida donde vi,11,mudé para
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, y después me mudé para acá para la florida donde vi,11,para acá
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, y después me mudé para acá para la florida donde vi,11,acá para
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, y después me mudé para acá para la florida donde vi,11,para la
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, y después me mudé para acá para la florida donde vi,11,la florida
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, y después me mudé para acá para la florida donde vi,11,florida donde
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, y después me mudé para acá para la florida donde vi,11,donde vi
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví con mis abuelos hasta que los dos murieron ya de ,12,donde viví
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví con mis abuelos hasta que los dos murieron ya de ,12,viví con
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví con mis abuelos hasta que los dos murieron ya de ,12,con mis
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví con mis abuelos hasta que los dos murieron ya de ,12,mis abuelos
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví con mis abuelos hasta que los dos murieron ya de ,12,abuelos hasta
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví con mis abuelos hasta que los dos murieron ya de ,12,hasta que
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví con mis abuelos hasta que los dos murieron ya de ,12,que los
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví con mis abuelos hasta que los dos murieron ya de ,12,los dos
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví con mis abuelos hasta que los dos murieron ya de ,12,dos murieron
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví con mis abuelos hasta que los dos murieron ya de ,12,murieron ya
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví con mis abuelos hasta que los dos murieron ya de ,12,ya de
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, de avanzada edad,13,de avanzada
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, de avanzada edad,13,avanzada edad
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, qué más,15,qué más
Enc.1: ¿Cómo era tu casa en La Castellana?,Entrevistador, cómo era tu casa en la castellana,16,cómo era
Enc.1: ¿Cómo era tu casa en La Castellana?,Entrevistador, cómo era tu casa en la castellana,16,era tu
Enc.1: ¿Cómo era tu casa en La Castellana?,Entrevistador, cómo era tu casa en la castellana,16,tu casa
Enc.1: ¿Cómo era tu casa en La Castellana?,Entrevistador, cómo era tu casa en la castellana,16,casa en
Enc.1: ¿Cómo era tu casa en La Castellana?,Entrevistador, cómo era tu casa en la castellana,16,en la
Enc.1: ¿Cómo era tu casa en La Castellana?,Entrevistador, cómo era tu casa en la castellana,16,la castellana
"Habl. Bueno, era ... era s.. era bastante amplia ¿no? Era bastante amplia; teníabastantes cuartos, porque mi mamá siempre quiso tener muchísimos muchachos, entonces, eh ... después de mí, tuvo ... ahí mismo tuvo una pérdida, y tuvo que esperar aproximadamente cuatro años, y por eso mis tres hermanos, A.M., A., A., que vienen después de mí, son muy distanciados a mí ¿no? Entonces no hemos tenido tampoco un contacto ... mi.. como por ejemplo, mis dos hermanos varones, que son ... se llevan diez meses cada uno, son el mejor amigo uno del otro. Entonces ... yo fui un poquito más ... más distanciado ... y ... fui el nieto consentido de mi abuelo ... materno y ... tuve una gran camaradería con él ¿no? Y él me enseñó muchísimas cosas desde chiquitico, pues, como era el consentido ... Él era un gran amante de la ópera y de la música clásica, por ejemplo, y ... él, con una gran paciencia, empezó a enseñarme una cantidad de cosas de música y ... empecé a diferenciar las voces, la musicalidad, tonalidades, etc.; al principio, imagínate, para mí eran un bojote de gritos ... terribles que no me gustaba nada pero poco a poco y, repito, con una paciencia enorme, fue enseñándome y ahorita es mi hobby, pues; mi pasión más grande ahorita es la música.",Hablante, bueno era ,17,bueno era
